"311142 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 617,87 0 448,08 175 750000 0 0 5 ""1511"" 0 0 0 0 0 no "
"311191 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1034,81 0 1034,81 175 770000 0 0 0 ""8491"" 0 0 0 0 0 no "
"311340 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 2215,24 0 2215,24 175 770000 0 0 0 ""1511"" 0 0 0 0 0 no "
"311472 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1185,88 0 432,13 175 760000 0 0 6 ""PKV"" 0 0 0 0 0 no "
"312066 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1227,96 58,22 775,15 175 770000 0 0 5 ""0471"" 0 0 0 0 0 no "
"312884 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1229,47 198,7 555,24 175 770000 0 0 3 ""1511"" 0 0 0 0 0 no "
"313130 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 484,77 0 138,26 175 760000 0 0 0 """" 0 0 0 0 0 no "
"313650 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 451,23 0 451,23 175 760000 0 0 1 ""4891"" 0 0 0 0 0 no "
"314864 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 402,73 0 402,73 177 770000 0 0 1 ""8492"" 0 0 0 0 0 no "
"315218 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 617,32 0 617,32 177 770000 0 0 1 ""0471"" 0 0 0 0 0 no "
"318501 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 341,6 0 133,33 175 760000 0 0 ? ""3051"" 0 0 0 0 0 no "
"318758 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 477,82 0 141,15 175 760000 0 0 3 ""BKK"" 0 0 0 0 0 no "
"319160 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1242,95 154,45 616,08 175 770000 0 0 1 ""0470"" 0 0 0 0 0 no "
"319285 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 633,34 105,69 312,58 175 770000 0 0 0 ""0472"" 0 0 0 0 0 no "
"319368 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 312,36 0 102,74 175 760000 0 0 1 ""0471"" 0 0 0 0 0 no "
"319681 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1544,96 0 651,82 175 710000 0 0 5 ""8811"" 0 0 0 0 0 no "
"320747 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 3220,15 0 1774,3 175 780000 0 0 3 ""1511"" 0 0 0 0 0 no "
"321174 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1499,61 0 616,19 175 760000 0 0 0 ""2412"" 0 0 0 0 0 no "
"321323 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1456,42 195,14 736,99 175 770000 0 0 6 ""0471"" 0 0 0 0 0 no "
"321505 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 2713,75 0 2713,75 175 740000 0 0 0 ""8491"" 0 0 0 0 0 no "
"321596 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1248,65 199,55 526,76 175 770000 0 0 6 ""1510"" 0 0 0 0 0 no "
"321729 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 601,03 0 240,95 175 760000 0 0 0 ""1512"" 0 0 0 0 0 no "
"321869 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 810,73 0 515,71 175 710000 0 0 1 ""1511"" 0 0 0 0 0 no "
"321877 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 995,59 0 396,15 175 760000 0 0 5 ""3431"" 0 0 0 0 0 no "
"321984 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1365,63 0 667,79 175 781000 0 0 1 ""7182"" 0 0 0 0 0 no "
"322131 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 2249,35 0 2249,35 175 760000 0 0 3 ""2111"" 0 0 0 0 0 no "
"322198 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1600,43 0 1600,43 175 750000 0 0 3 ""0471"" 0 0 0 0 0 no "
"322313 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 867,37 94,66 338,68 175 770000 0 0 5 ""PKV"" 0 0 0 0 0 no "
"322529 01/10/2025 07/10/2025 0 0 0 0 """" 0 """" 1534,36 0 1534,36 175 710000 0 0 3 ""8811"" 0 0 0 0 0 no "
"322545 01/10/2025 14/10/2025 0 0 0 0 """" 0 """" 1843,33 0 1843,33 175 760000 0 0 3 ""849"" 0 0 0 0 0 no "
